ID	Genome name	Taxonomy	Genome size(Mb)	GC(%)	GenBank accession number	BioProject
Mru0	Methanobrevibacter ruminantium M1	Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter.	2.94	32.60	CP001719	PRJNA45857
Mru1	Meiothermus ruber DSM 1279	Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Meiothermus.	3.1	63.40	CP001743	PRJNA46661
Dth0	Dictyoglomus thermophilum H-6-12	Bacteria; Dictyoglomi; Dictyoglomales; Dictyoglomaceae; Dictyoglomus.	1.96	33.70	CP001146	PRJNA59439
Dth1	Desulfurobacterium thermolithotrophum DSM 11699	Bacteria; Aquificae; Desulfurobacteriales; Desulfurobacteriaceae; Desulfurobacterium.	1.54	34.90	CP002543	PRJNA63405
Pbr0	Pseudomonas brassicacearum subsp. brassicacearum NFM421	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	6.84	60.80	CP002585	PRJNA66303
Pbr1	Planctomyces brasiliensis DSM 5305	Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctomyces.	6.01	56.40	CP002546	PRJNA60583
Clu0	Chlorobium luteolum DSM 273	Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Pelodictyon.	2.36	57.30	CP000096	PRJNA58175
MMP0	Methylovorus sp. MP688	Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales; Methylophilaceae; Methylovorus.	2.86	55.40	CP002252	PRJNA60723
Fco0	Flavobacterium columnare ATCC 49512	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium.	3.16	31.50	CP003222	PRJNA80731
Lcr0	Liberibacter crescens BT-1	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Candidatus Liberibacter.	1.5	35.40	CP003789	PRJNA184079
Kol0	Kosmotoga olearia TBF 19.5.1	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Kosmotoga.	2.3	41.50	CP001634	PRJNA59205
AH10	Agrobacterium sp. H13-3	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium.	5.57	58.53	CP002248,CP002249	PRJNA63403
Rxy0	Rubrobacter xylanophilus DSM 9941	Bacteria; Actinobacteria; Rubrobacteridae; Rubrobacterales; Rubrobacterineae; Rubrobacteraceae; Rubrobacter.	3.23	70.50	CP000386	PRJNA58057
CPu0	Candidatus Puniceispirillum marinum IMCC1322	Bacteria; Proteobacteria; Alphaproteobacteria; SAR116 cluster; Candidatus Puniceispirillum.	2.75	48.90	CP001751	PRJNA47081
Mps0	Methanolobus psychrophilus R15	Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanolobus.	3.07	44.60	CP003083	PRJNA177925
CRi0	Candidatus Rickettsia amblyommii str. GAT-30V	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	1.48	32.45	CP003334	PRJNA156845
CRi1	Candidatus Riesia pediculicola USDA	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Candidatus Riesia.	0.58	28.59	CP001085	PRJNA46841
SW30	Shewanella sp. W3-18-1	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella.	4.71	44.60	CP000503	PRJNA58341
Pan3	Pantoea ananatis LMG 20103	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Pantoea.	4.7	53.70	CP001875	PRJNA46807
Pan2	Pantoea ananatis LMG 5342	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Pantoea.	4.91	53.28	HE617160	PRJNA86861
Pan1	Pantoea ananatis AJ13355	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Pantoea.	4.88	53.68	AP012032	PRJDA162073
Pan0	Pantoea ananatis PA13	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Pantoea.	4.87	53.62	CP003085	PRJNA162181
Hel0	Halomonas elongata DSM 2581 type strain: DSM 2581	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas.	4.06	63.60	FN869568	PRJNA52781
Ial0	Ignavibacterium album JCM 16511	Bacteria; Ignavibacteriae; Ignavibacteria; Ignavibacteriales; Ignavibacteriaceae; Ignavibacterium.	3.66	33.90	CP003418	PRJNA162097
Mve0	Methylotenera versatilis 301	Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales; Methylophilaceae; Methylotenera.	3.06	42.60	CP002056	PRJNA49469
Nfa0	Nocardia farcinica IFM 10152	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Nocardiaceae; Nocardia.	6.29	70.66	AP006618	PRJNA58203
CZi0	Candidatus Zinderia insecticola CARI	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Candidatus Zinderia.	0.21	13.50	CP002161	PRJNA52459
Msi1	Meiothermus silvanus DSM 9946	Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Meiothermus.	3.72	62.75	CP002042	PRJNA49485
Msi0	Methylocella silvestris BL2	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylocella.	4.31	63.10	CP001280	PRJNA59433
Mbu0	Methanococcoides burtonii DSM 6242	Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanococcoides.	2.58	40.80	CP000300	PRJNA58023
Pmo0	Pseudomonas monteilii SB3078	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	6.0	62.50	CP006978	PRJNA232252
Pmo1	Pseudomonas monteilii SB3101	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	5.95	62.50	CP006979	PRJNA232253
Pmo2	Petrotoga mobilis SJ95	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Petrotoga.	2.17	34.10	CP000879	PRJNA58747
Xor1	Xanthomonas oryzae pv. oryzae MAFF 311018	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas.	4.94	63.70	AP008229	PRJNA58547
Xor0	Xanthomonas oryzae pv. oryzae PXO99A	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas.	5.24	63.60	CP000967	PRJNA59131
Xor3	Xanthomonas oryzae pv. oryzae KACC 10331 KACC10331	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas.	4.94	63.70	AE013598	PRJNA58155
Xor2	Xanthomonas oryzae pv. oryzicola BLS256	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas.	4.83	64.10	CP003057	PRJNA54411
Bas0	Bifidobacterium asteroides PRL2011	Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium.	2.17	60.10	CP003325	PRJNA176921
CSY0	Clostridium sp. SY8519	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	2.84	50.70	AP012212	PRJNA68705
Swo1	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	Bacteria; Firmicutes; Clostridia; Clostridiales; Syntrophomonadaceae; Syntrophomonas.	2.94	44.90	CP000448	PRJNA58179
Swo0	Shewanella woodyi ATCC 51908	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella.	5.94	43.70	CP000961	PRJNA58721
San0	Streptococcus anginosus C238	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group.	2.23	38.20	CP003861	PRJNA218004
San1	Streptococcus anginosus C1051	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group.	1.91	39.00	CP003860	PRJNA218003
Reu0	Ralstonia eutropha H16	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus.	7.42	66.36	AM260479,AM260480	PRJNA62925
Reu1	Ralstonia eutropha JMP134	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus.	7.26	64.45	CP000090,CP000091	PRJNA58047
Dru0	Desulfotomaculum ruminis DSM 2154	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Desulfotomaculum.	3.97	47.20	CP002780	PRJNA67507
Mwe0	Mycoplasma wenyonii str. Massachusetts	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	0.65	33.90	CP003703	PRJNA170731
CK30	Caulobacter sp. K31	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter.	5.89	67.38	CP000927	PRJNA58551
Rpy0	Rhodococcus pyridinivorans SB3094	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Nocardiaceae; Rhodococcus.	5.59	67.81	CP006996	PRJNA232359
Har1	halophilic archaeon DL31	Archaea; unclassified Archaea.	3.64	62.37	CP002988	PRJNA72619
Har0	Herminiimonas arsenicoxydans	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Herminiimonas.	3.42	54.30	CU207211	PRJNA58291
Ccl0	Clostridium clariflavum DSM 19732	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium.	4.9	35.70	CP003065	PRJNA82345
MAb0	Methanobrevibacter sp. AbM4	Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter.	2.0	29.00	CP004050	PRJNA206516
Lhe2	Lactobacillus helveticus DPC 4571	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	2.08	37.10	CP000517	PRJNA58761
Sba6	Shewanella baltica OS223	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella.	5.36	46.25	CP001252	PRJNA58775
Tce0	Thermogladius cellulolyticus 1633	Archaea; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Thermogladius.	1.36	55.60	CP003531	PRJNA167488
Psp0	Pseudoxanthomonas spadix BD-a59	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas.	3.45	67.70	CP003093	PRJNA75113
Mja0	Methanocaldococcus jannaschii DSM 2661	Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanocaldococcaceae; Methanocaldococcus.	1.74	31.27	L77117	PRJNA57713
Lhe1	Lactobacillus helveticus R0052	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	2.13	36.80	CP003799	PRJNA174439
CNa0	Candidatus Nasuia deltocephalinicola str. NAS-ALF	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Nasuia.	0.11	17.10	CP006059	PRJNA214084
Sba3	Shewanella baltica OS117	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella.	5.53	45.99	CP002811	PRJNA162025
Par1	Pyrobaculum arsenaticum DSM 13514	Archaea; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum.	2.12	55.10	CP000660	PRJNA58409
Hxa0	Halopiger xanaduensis SH-6	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halopiger.	4.36	65.2	CP002839	PRJNA68105
Sau5	Staphylococcus aureus subsp. aureus M013	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus.	2.79	32.90	CP003166	PRJNA88065
Lci0	Leuconostoc citreum KM20	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc.	1.9	38.88	DQ489736	PRJNA58481
Mma9	Methanococcus maripaludis C7	Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanococcaceae; Methanococcus.	1.77	33.30	CP000745	PRJNA58847
Dpe0	Deinococcus peraridilitoris DSM 19664	Bacteria; Deinococcus-Thermus; Deinococci; Deinococcales; Deinococcaceae; Deinococcus.	4.51	63.71	CP003382	PRJNA183485
Spl1	Serratia plymuthica S13	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Serratia.	5.47	56.20	CP006566	PRJNA210642
Spl0	Serratia plymuthica 4Rx13	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Serratia.	5.4	56.09	CP006250	PRJNA42253
Spl3	Serratia plymuthica AS9	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Serratia.	5.44	56.00	CP002773	PRJNA67313
Spl2	Sphaerochaeta pleomorpha str. Grapes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Sphaerochaeta.	3.59	46.20	CP003155	PRJNA82365
Nse0	Neorickettsia sennetsu str. Miyayama	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Anaplasmataceae; Neorickettsia.	0.86	41.10	CP000237	PRJNA57965
Lla9	Lactococcus lactis subsp. cremoris KW2	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus.	2.43	35.70	CP004884	PRJNA219629
Lla8	Lactococcus lactis subsp. lactis Il1403 IL1403	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus.	2.37	35.30	AE005176	PRJNA57671
Ftu11	Francisella tularensis subsp. tularensis TI0902	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Francisellaceae; Francisella.	1.89	32.30	CP003049	PRJNA89373
Ftu10	Francisella tularensis subsp. tularensis WY96-3418	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Francisellaceae; Francisella.	1.9	32.30	CP000608	PRJNA58811
Lla5	Lactococcus lactis subsp. lactis KLDS 4.0325	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus.	2.6	35.39	CP006766	PRJNA224116
Ftu12	Francisella tularensis subsp. novicida U112	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Francisellaceae; Francisella.	1.91	32.50	CP000439	PRJNA58499
Cgr0	Cyanobium gracile PCC 6307	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Cyanobium.	3.34	68.70	CP003495	PRJNA182931
Lla2	Lactococcus lactis subsp. cremoris UC509.9	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus.	2.46	35.76	CP003157	PRJNA179384
Lla1	Lactococcus lactis subsp. lactis IO-1	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus.	2.42	35.10	AP012281	PRJNA192185
Ror0	Raoultella ornithinolytica B6	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Raoultella.	5.4	55.90	CP004142	PRJNA198431
Mma8	Methanococcus maripaludis S2	Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanococcaceae; Methanococcus.	1.66	33.10	BX950229	PRJNA58035
Bca2	Beutenbergia cavernae DSM 12333	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Beutenbergiaceae; Beutenbergia.	4.67	73.10	CP001618	PRJNA59047
Din0	Desulfurispirillum indicum S5	Bacteria; Chrysiogenetes; Chrysiogenales; Chrysiogenaceae; Desulfurispirillum.	2.93	56.10	CP002432	PRJNA45897
Cob0	Caldicellulosiruptor obsidiansis OB47	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor.	2.53	35.20	CP002164	PRJNA51501
Spr1	Serratia proteamaculans 568	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Serratia.	5.5	55.05	CP000826	PRJNA58725
Spr0	Streptomyces pratensis ATCC 33331	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Streptomycineae; Streptomycetaceae; Streptomyces.	7.66	70.95	CP002475	PRJNA40839
Rva0	Rhodomicrobium vannielii ATCC 17100	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodomicrobium.	4.01	62.20	CP002292	PRJNA43247
Bdi0	Bradyrhizobium diazoefficiens USDA 110 USDA110	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium.	9.11	64.10	BA000040	PRJNA57599
Dtu0	Dictyoglomus turgidum DSM 6724	Bacteria; Dictyoglomi; Dictyoglomales; Dictyoglomaceae; Dictyoglomus.	1.86	34.00	CP001251	PRJNA59177
Tag0	Thermosphaera aggregans DSM 11486	Archaea; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Thermosphaera.	1.32	46.70	CP001939	PRJNA48993
Mac0	Methanosarcina acetivorans C2A	Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina.	5.75	42.70	AE010299	PRJNA57879
Pla1	Paenibacillus larvae subsp. larvae DSM 25430	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	4.06	44.98	CP003355	PRJNA232355
Pla0	Parvibaculum lavamentivorans DS-1	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae; Parvibaculum.	3.91	62.30	CP000774	PRJNA58739
MMC0	Mycobacterium sp. MCS	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium.	5.92	68.43	CP000384	PRJNA58465
Ctr19	Chlamydia trachomatis L2b/8200/07	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.05	41.26	HE601795	PRJNA196787
Ctr18	Chlamydia trachomatis Ia/SotonIa3	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.05	41.26	HE601809	PRJNA196781
Ctr17	Chlamydia trachomatis Sweden2	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.04	41.30	FN652779	PRJEA161995
Ctr16	Chlamydia trachomatis L1/224	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.05	41.26	HE601953	PRJNA196785
Ctr15	Chlamydia trachomatis F/SW4	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.04	41.30	HE601804	PRJEA167484
Ctr14	Chlamydia trachomatis J/6276tet1	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.08	41.50	CP002680	PRJNA213394
Lme2	Leuconostoc mesenteroides subsp. mesenteroides J18	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc.	2.02	37.68	CP003101	PRJNA84337
Ctr12	Chlamydia trachomatis RC-J/943	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.04	41.30	CP002674	PRJNA213388
Lme0	Leisingera methylohalidivorans DSM 14336	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Leisingera.	4.65	62.36	CP006773	PRJNA232356
Ctr10	Chlamydia trachomatis D/13-96	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.04	41.30	CP006676	PRJNA216090
Gob0	Geodermatophilus obscurus DSM 43160	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Frankineae; Geodermatophilaceae; Geodermatophilus.	5.32	74.00	CP001867	PRJNA43725
Tau0	Tolumonas auensis DSM 9187	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Tolumonas.	3.47	49.00	CP001616	PRJNA59395
AFB0	Arthrobacter sp. FB24	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Micrococcaceae; Arthrobacter.	5.07	65.42	CP000454	PRJNA58141
Sth1	Streptococcus thermophilus LMD-9	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	1.86	39.09	CP000419	PRJNA58327
Sth0	Spirochaeta thermophila DSM 6192	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta.	2.47	61.90	CP001698	PRJNA53037
Sth3	Spirochaeta thermophila DSM 6578	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta.	2.56	60.90	CP002903	PRJNA162041
Sth2	Streptococcus thermophilus ND03	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	1.83	39.00	CP002340	PRJNA162015
Sth5	Streptococcus thermophilus JIM 8232	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	1.93	38.90	FR875178	PRJEA162157
Sth4	Sphaerobacter thermophilus DSM 20745	Bacteria; Chloroflexi; Sphaerobacteridae; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae; Sphaerobacter.	3.99	68.10	CP001823,CP001824	PRJNA41997
Sth7	Streptococcus thermophilus MN-ZLW-002	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	1.85	39.10	CP003499	PRJNA166827
Sth6	Symbiobacterium thermophilum IAM 14863 IAM14863	Bacteria; Firmicutes; Clostridia; Clostridiales; Symbiobacteriaceae; Symbiobacterium.	3.57	68.70	AP006840	PRJNA58165
Wen1	Wolbachia endosymbiont of Drosophila simulans wHa	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Anaplasmataceae; Wolbachieae; Wolbachia.	1.3	35.10	CP003884	PRJNA198768
Aac3	Aggregatibacter actinomycetemcomitans ANH9381	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter.	2.14	44.40	CP003099	PRJNA80743
Cte2	Clostridium tetani E88 Massachusetts	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	2.87	28.59	AE015927	PRJNA57683
Cte0	Clostridium tetani 12124569	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	2.87	28.7	HG530135	PRJNA227214
Cte1	Corynebacterium terpenotabidum Y-11	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Corynebacteriaceae; Corynebacterium.	2.75	67.00	CP003696	PRJNA210639
Mop0	Mesorhizobium opportunistum WSM2075	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium.	6.88	62.90	CP002279	PRJNA40861
Fps0	Flavobacterium psychrophilum JIP02/86	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium.	2.86	32.50	AM398681	PRJNA61627
Bdu0	Borrelia duttonii Ly	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Borrelia.	1.57	28.02	CP000976	PRJNA58791
Upa0	Ureaplasma parvum serovar 3 str. ATCC 700970	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Ureaplasma.	0.75	25.50	AF222894	PRJNA57711
Upa1	Ureaplasma parvum serovar 3 str. ATCC 27815	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Ureaplasma.	0.75	25.50	CP000942	PRJNA58887
Cef0	Corynebacterium efficiens YS-314	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Corynebacteriaceae; Corynebacterium.	3.22	62.93	BA000035	PRJNA62905
Raf0	Rickettsia africae ESF-5	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	1.29	32.41	CP001612	PRJNA58799
GM10	Geobacter sp. M18	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter.	5.28	61.20	CP002479	PRJNA55771
L5H0	Lacinutrix sp. 5H-3-7-4	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Lacinutrix.	3.3	30.80	CP002825	PRJNA68067
Bba2	Bartonella bacilliformis KC583	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella.	1.45	38.20	CP000524	PRJNA58533
Xfa4	Xylella fastidiosa M23	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella.	2.57	51.76	CP001011	PRJNA58809
